time,in or out
9:18:32,Out
9:18:39,Out
9:18:56,Out
9:19:01,In
9:19:02,Out
9:19:02,Out
9:19:02,Out
9:19:02,Out
9:19:02,Out
9:19:05,In
9:19:05,In
9:19:06,In
9:19:06,In
9:19:06,In
9:19:08,In
9:19:10,In
9:19:11,In
9:19:11,In
9:19:12,In
9:19:12,In
9:19:12,In
9:19:13,In
9:19:29,In
9:19:29,In
9:19:29,In
9:19:30,In
9:19:30,In
9:19:34,In
9:19:35,Out
9:19:36,In
9:19:38,In
9:19:40,In
9:19:45,In
9:19:46,In
9:19:47,In
9:19:56,In
9:20:11,In
9:20:11,In
9:20:13,In
9:20:13,In
9:20:17,In
9:20:17,Out
9:20:19,In
9:20:21,Out
9:20:21,Out
9:20:22,Out
9:20:22,Out
9:20:43,In
9:20:46,Out
9:20:46,In
9:20:51,In
9:20:54,In
9:20:56,Out
9:20:56,Out
9:20:57,Out
9:20:57,In
9:20:58,In
9:20:58,In
9:21:09,In
9:21:09,In
9:21:10,In
9:21:11,In
9:21:12,Out
9:21:13,Out
9:21:13,In
9:21:14,In
9:21:18,In
9:21:19,In
9:21:24,In
9:21:26,In
9:21:27,In
9:21:28,In
9:21:28,In
9:21:29,Out
9:21:30,In
9:21:30,In
9:21:36,In
9:21:50,In
9:21:53,In
9:21:54,In
9:21:56,In
9:21:56,In
9:22:01,In
9:22:08,In
9:22:08,In
9:22:12,In
9:22:15,In
9:22:18,Out
9:22:19,Out
9:22:20,Out
9:22:20,In
9:22:21,Out
9:22:21,In
9:22:25,In
9:22:28,Out
9:22:28,In
9:22:37,Out
9:22:37,In
9:22:41,In
9:22:46,In
9:22:47,In
9:22:48,In
9:22:48,In
9:22:48,In
9:22:52,In
9:22:53,In
9:22:54,Out
9:22:56,In
9:23:04,In
9:23:14,Out
9:23:16,In
9:23:20,In
9:23:21,Out
9:23:41,In
9:23:47,In
9:23:55,In
9:23:55,In
9:23:56,Out
9:23:56,Out
9:23:56,Out
9:23:56,Out
9:24:02,In
9:24:02,In
9:24:03,In
9:24:05,In
9:24:07,In
9:24:22,In
9:24:24,In
9:24:24,Out
9:24:25,In
9:24:37,In
9:24:37,In
9:24:38,In
9:24:45,In
9:24:46,In
9:24:58,In
9:25:00,Out
9:25:11,In
9:25:11,Out
9:25:12,In
9:25:13,In
9:25:13,Out
9:25:14,In
9:25:15,In
9:25:16,In
9:25:16,In
9:25:16,In
9:25:21,In
9:25:22,Out
9:25:36,In
9:25:38,In
9:25:39,Out
9:25:44,In
9:25:48,In
9:25:49,In
9:25:50,In
9:25:51,In
9:25:51,In
9:25:52,In
9:25:53,Out
9:25:53,Out
9:25:55,In
9:25:56,Out
9:25:56,In
9:26:00,In
9:26:01,In
9:26:01,Out
9:26:02,Out
9:26:02,Out
9:26:08,Out
9:26:08,Out
9:26:09,Out
9:26:16,In
9:26:17,Out
9:26:17,In
9:26:20,In
9:26:21,Out
9:26:21,Out
9:26:21,Out
9:26:21,Out
9:26:24,In
9:26:29,Out
9:26:33,In
9:26:33,In
9:26:49,Out
9:26:51,Out
9:26:51,Out
9:26:52,Out
9:26:52,Out
9:26:55,Out
9:27:01,In
9:27:02,In
9:27:02,In
9:27:04,Out
9:27:05,Out
9:27:05,Out
9:27:07,Out
9:27:07,In
9:27:13,In
9:27:14,In
9:27:14,In
9:27:15,In
9:27:17,In
9:27:30,In
9:27:32,In
9:27:33,In
9:27:34,In
9:27:37,In
9:27:47,In
9:27:48,Out
9:28:20,Out
9:28:20,In
9:28:47,In
9:28:53,Out
9:28:54,Out
9:28:54,In
9:28:55,Out
9:28:55,In
9:29:02,In
9:29:07,In
9:29:21,In
9:29:32,In
9:29:53,Out
9:29:54,In
9:30:12,In
9:30:13,In
9:30:24,In
9:30:29,Out
9:30:29,Out
9:30:30,In
9:30:30,In
9:30:31,Out
9:30:31,In
9:30:35,In
9:30:35,In
9:30:40,In
9:30:43,In
9:30:45,In
9:30:48,In
9:30:49,Out
9:30:50,In
9:30:50,In
9:30:57,In
9:31:00,In
9:31:07,Out
9:31:08,In
9:31:08,In
9:31:16,Out
9:31:16,In
9:31:33,In
9:31:33,Out
9:31:47,In
9:31:54,In
9:32:01,In
9:32:19,In
9:32:22,In
9:32:27,Out
9:32:27,In
9:32:30,In
9:32:34,Out
9:32:35,Out
9:32:35,Out
9:32:36,In
9:32:37,In
9:32:39,In
9:32:40,Out
9:32:42,In
9:32:47,In
9:32:47,In
9:32:47,In
9:32:48,In
9:32:48,In
9:32:49,Out
9:32:51,In
9:32:55,In
9:32:56,In
9:32:56,In
9:32:56,In
9:32:56,Out
9:32:58,In
9:33:00,In
9:33:32,In
9:33:36,Out
9:33:38,In
9:33:39,In
9:33:44,Out
9:33:45,In
9:33:46,Out
9:33:46,In
9:33:49,In
9:33:55,In
9:33:56,In
9:33:57,Out
9:33:57,Out
9:33:59,Out
9:34:00,Out
9:34:14,In
9:34:14,Out
9:34:14,In
9:34:17,Out
9:34:20,In
9:34:21,Out
9:34:21,In
9:34:22,In
9:34:25,In
9:34:34,Out
9:34:43,In
9:34:43,In
9:34:56,In
9:35:10,Out
9:35:10,In
9:35:18,In
9:35:22,Out
9:35:22,In
9:35:24,Out
9:35:24,Out
9:35:24,Out
9:35:25,In
9:35:25,In
9:35:28,In
9:35:28,In
9:35:33,Out
9:35:33,In
9:35:37,In
9:35:50,In
9:35:50,In
9:35:52,In
9:35:54,In
9:35:57,Out
9:35:58,Out
9:35:58,In
9:36:00,In
9:36:07,In
9:36:16,In
9:36:17,Out
9:36:33,Out
9:36:38,Out
9:36:53,In
9:36:54,Out
9:36:55,In
9:36:55,In
9:36:55,In
9:36:56,In
9:36:56,In
9:36:59,In
9:37:09,In
9:37:21,In
9:37:39,Out
9:37:40,Out
9:37:40,Out
9:37:42,Out
9:37:42,Out
9:37:42,Out
9:37:42,Out
9:37:43,In
9:37:44,In
9:37:44,In
9:37:45,In
9:37:45,In
9:37:55,In
9:37:58,In
9:38:07,In
9:38:09,In
9:38:10,In
9:38:13,In
9:38:13,Out
9:38:13,Out
9:38:33,In
9:38:33,In
9:38:34,In
9:38:35,In
9:38:38,Out
9:38:38,Out
9:39:20,In
9:39:20,In
9:39:36,In
9:39:38,Out
9:39:38,Out
9:40:29,Out
9:40:29,In
9:40:32,Out
9:40:32,In
9:40:33,In
9:40:36,In
9:40:37,Out
9:40:37,Out
9:40:38,Out
9:40:38,In
9:40:38,In
9:40:39,Out
9:40:39,In
9:40:40,Out
9:40:41,Out
9:40:53,In
9:41:00,In
9:41:35,Out
9:41:36,In
9:41:45,In
9:41:46,Out
9:41:59,In
9:42:00,Out
9:42:14,In
9:42:16,In
9:42:18,In
9:42:19,In
9:42:20,In
9:42:21,In
9:42:22,In
9:42:23,Out
9:42:27,In
9:42:48,In
9:42:48,Out
9:42:48,In
9:42:48,In
9:42:49,In
9:42:49,In
9:42:50,In
9:43:00,In
9:43:05,In
9:43:06,Out
9:43:07,In
9:43:07,Out
9:43:08,Out
9:43:08,Out
9:43:09,Out
9:43:10,Out
9:43:10,In
9:43:12,In
9:43:15,Out
9:43:16,In
9:43:27,In
9:43:36,Out
9:43:36,In
9:43:42,Out
9:43:43,In
9:43:44,In
9:43:53,Out
9:43:53,In
9:43:54,In
9:43:54,In
9:43:55,In
9:43:57,In
9:43:57,In
9:43:58,In
9:44:00,Out
9:44:04,Out
9:44:06,Out
9:44:07,In
9:44:07,In
9:44:07,In
9:44:08,In
9:44:12,Out
9:44:12,In
9:44:13,In
9:44:15,In
9:44:15,Out
9:44:21,In
9:44:28,Out
9:44:29,In
9:44:29,In
9:44:30,In
9:45:01,In
9:45:04,In
9:45:04,In
9:45:08,In
9:45:25,In
9:45:27,Out
9:45:27,Out
9:45:28,Out
9:45:36,Out
9:45:37,Out
9:45:37,Out
9:45:38,In
9:45:39,In
9:45:43,In
9:45:48,In
9:45:48,In
9:45:48,In
9:45:48,In
9:45:49,In
9:45:50,Out
9:45:53,In
9:46:18,Out
9:46:28,In
9:46:33,In
9:46:48,Out
9:46:48,Out
9:47:02,In
9:47:05,In
9:47:06,Out
9:47:07,In
9:48:09,In
9:48:17,Out
9:48:17,In
9:48:44,Out
9:48:45,In
9:48:45,In
9:49:00,In
9:49:03,In
9:49:06,In
9:49:11,Out
9:49:11,Out
9:49:16,Out
9:49:17,Out
9:49:38,Out
9:51:13,In
9:51:13,Out
9:52:01,In
9:52:27,Out
9:52:28,Out
9:52:28,In
9:52:28,Out
9:52:29,In
9:52:29,In
9:52:31,In
9:52:32,In
9:52:37,Out
9:52:39,Out
9:52:42,Out
9:52:42,Out
9:52:43,Out
9:52:44,Out
9:52:45,Out
9:52:45,Out
9:52:47,Out
9:52:51,Out
9:52:51,Out
9:52:52,Out
9:52:53,Out
9:52:54,Out
9:52:54,Out
9:52:54,Out
9:52:54,Out
9:52:54,Out
9:52:55,Out
9:52:55,Out
9:53:02,In
9:53:03,In
9:53:17,In
9:53:17,In
9:53:49,In
9:53:49,In
9:54:12,Out
9:54:21,Out
9:54:22,In
9:54:23,In
9:54:37,In
9:54:40,In
9:54:45,In
9:55:05,In
9:55:08,In
9:55:18,Out
9:55:18,Out
9:55:20,In
9:55:25,Out
9:55:26,In
9:55:26,Out
9:55:26,In
9:55:26,In
9:55:34,In
9:55:47,In
9:55:48,In
9:55:51,Out
9:55:52,In
9:55:52,In
9:55:52,Out
9:55:52,In
9:55:52,In
9:55:53,Out
9:55:54,In
9:55:58,Out
9:55:59,In
9:56:07,In
9:56:08,Out
9:56:08,Out
9:56:08,Out
9:56:08,Out
9:56:09,Out
9:56:25,In
9:56:27,Out
9:56:27,Out
9:56:27,In
9:56:28,In
9:56:43,In
9:56:47,In
9:56:50,In
9:56:53,Out
9:56:53,In
9:56:53,Out
9:56:54,Out
9:56:55,Out
9:56:55,Out
9:56:56,Out
9:56:57,In
9:57:07,In
9:57:08,Out
9:57:16,In
9:57:16,In
9:57:53,In
9:57:53,In
9:57:56,Out
9:57:56,Out
9:57:58,In
9:58:00,In
9:58:04,In
9:58:36,In
9:58:36,In
9:58:37,Out
9:58:42,In
9:58:43,In
9:58:43,In
9:58:46,In
9:58:46,In
9:58:46,In
9:58:52,In
9:58:53,Out
9:58:54,In
9:59:16,In
9:59:28,In
9:59:28,In
9:59:29,In
9:59:29,Out
9:59:37,In
9:59:43,In
10:00:10,In
10:00:16,In
10:00:17,In
10:00:17,In
10:00:18,In
10:00:19,In
10:00:19,In
10:00:20,In
10:00:21,In
10:00:23,In
10:00:26,In
10:00:29,In
10:00:36,In
10:01:27,Out
10:01:28,In
10:01:32,Out
10:01:44,In
10:01:52,Out
10:01:53,Out
10:01:54,Out
10:01:55,Out
10:01:55,Out
10:01:55,Out
10:01:56,Out
10:02:16,In
10:02:19,In
10:02:23,In
10:02:26,Out
10:02:27,Out
10:02:27,In
10:02:28,In
10:02:29,In
10:02:51,In
10:03:09,Out
10:03:09,Out
10:03:10,Out
10:03:10,Out
10:03:10,Out
10:03:12,In
10:03:12,Out
10:03:12,Out
10:03:13,Out
10:03:15,Out
10:03:16,In
10:03:16,In
10:03:18,In
10:03:22,Out
10:03:23,In
10:03:26,In
10:03:31,Out
10:03:32,In
10:03:38,Out
10:03:52,Out
10:03:54,Out
10:03:55,Out
10:03:55,Out
10:04:15,Out
10:04:18,In
10:04:26,Out
10:04:29,In
10:04:30,In
10:04:31,In
10:04:38,In
10:04:39,In
10:04:40,In
10:04:42,In
10:04:43,Out
10:04:51,In
10:04:57,In
10:04:57,In
10:04:58,In
10:05:00,Out
10:05:00,Out
10:05:08,In
10:05:33,Out
10:06:08,In
10:06:11,In
10:06:11,In
10:06:15,Out
10:07:01,Out
10:07:06,Out
10:07:07,Out
10:07:09,Out
10:07:26,In
10:07:27,In
10:07:30,Out
10:07:30,Out
10:07:30,Out
10:07:30,In
10:07:31,In
10:07:31,In
10:07:32,In
10:07:32,In
10:07:40,In
10:07:43,In
10:07:44,In
10:08:05,In
10:08:07,In
10:08:23,In
10:08:23,In
10:08:26,In
10:08:28,In
10:08:44,Out
10:08:44,Out
10:08:45,Out
10:57:00,Out
10:57:01,Out
10:57:02,Out
10:57:02,Out
10:57:02,Out
10:57:03,Out
10:57:04,Out
10:57:05,Out
10:57:05,Out
10:57:06,Out
10:57:07,Out
10:57:07,Out
10:57:08,In
10:57:08,Out
10:57:08,Out
10:57:15,Out
10:57:15,Out
10:57:51,In
10:57:51,In
10:57:52,In
10:57:53,In
10:57:53,In
10:57:56,Out
10:57:57,Out
10:58:06,In
10:58:09,In
10:58:10,In
10:58:12,In
10:58:13,Out
10:58:18,In
10:58:22,Out
10:58:31,Out
10:58:38,In
10:58:38,Out
10:59:01,Out
10:59:01,Out
10:59:02,In
10:59:03,In
10:59:08,In
10:59:09,In
10:59:11,Out
10:59:38,In
10:59:52,In
10:59:56,In
10:59:59,Out
11:00:00,In
11:00:01,In
11:00:02,In
11:00:02,Out
11:00:03,Out
11:00:07,In
11:00:08,In
11:00:08,In
11:00:20,In
11:00:23,In
11:00:35,In
11:00:35,In
11:00:36,In
11:00:37,In
11:00:42,In
11:00:42,In
11:00:43,Out
11:00:48,Out
11:01:01,Out
11:01:01,Out
11:01:01,Out
11:01:04,In
11:01:04,In
11:01:05,In
11:01:06,In
11:01:07,In
11:01:08,In
11:01:10,In
11:01:11,In
11:01:11,In
11:01:11,In
11:01:11,Out
11:01:12,Out
11:01:12,Out
11:01:14,Out
11:01:14,Out
11:01:15,Out
11:01:15,Out
11:01:16,In
11:01:16,In
11:01:20,In
11:01:22,In
11:01:24,In
11:01:33,In
11:01:38,In
11:01:38,Out
11:01:39,Out
11:01:39,Out
11:01:42,In
11:01:42,Out
11:01:43,In
11:01:44,In
11:01:45,In
11:01:45,In
11:01:46,In
11:01:46,Out
11:02:14,In
11:02:39,In
11:03:13,Out
11:03:13,Out
11:03:14,Out
11:03:16,In
11:03:17,Out
11:03:17,Out
11:03:17,Out
11:03:17,Out
11:03:18,In
11:03:18,Out
11:03:19,In
11:03:21,Out
11:03:22,Out
11:03:23,Out
11:03:23,Out
11:03:24,In
11:03:25,Out
11:03:25,Out
11:03:26,Out
11:03:26,Out
11:03:27,In
11:03:29,In
11:03:30,In
11:03:34,In
11:03:35,In
11:03:35,In
11:03:36,Out
11:03:38,Out
11:03:38,Out
11:03:39,Out
11:03:39,Out
11:03:39,Out
11:03:39,Out
11:03:42,Out
11:04:00,Out
11:04:15,In
11:04:16,Out
11:04:16,Out
11:04:16,Out
11:04:17,Out
11:04:20,Out
11:04:20,Out
11:04:46,In
11:05:09,In
11:05:09,Out
11:05:24,In
11:05:40,In
11:05:44,In
11:05:56,Out
11:06:16,In
11:06:16,In
11:06:26,In
11:07:03,Out
11:07:35,In
11:07:51,Out
11:08:06,In
11:08:37,In
11:08:38,In
11:08:43,In
11:09:12,In
11:09:17,In
11:09:37,In
11:09:46,Out
11:10:03,In
11:10:03,In
11:10:05,Out
11:10:06,In
11:10:06,Out
11:11:34,In
11:11:52,In
11:11:52,In
11:12:03,Out
11:12:03,Out
11:12:04,In
11:12:04,In
11:12:06,In
11:12:07,Out
11:12:08,Out
11:12:25,In
11:12:39,In
11:12:40,Out
11:12:41,In
11:12:58,Out
11:13:00,Out
11:13:01,Out
11:13:02,Out
11:13:05,Out
11:13:05,In
11:13:06,Out
11:13:07,Out
11:13:07,Out
11:13:08,Out
11:13:10,Out
11:13:10,Out
11:13:10,In
11:13:10,Out
11:13:11,Out
11:13:11,Out
11:13:15,In
11:13:15,In
11:13:38,In
11:15:38,Out
11:15:40,Out
11:15:45,Out
11:15:52,In
11:15:59,In
11:16:02,Out
11:16:05,In
11:16:05,In
11:16:05,In
11:16:06,In
11:16:07,In
11:16:09,In
11:16:10,In
11:16:11,In
11:17:04,Out
11:17:05,In
11:17:17,In
11:18:18,Out
11:18:18,Out
11:18:19,In
11:18:22,Out
11:18:22,Out
11:18:23,In
11:18:27,In
11:18:36,In
11:18:37,Out
11:18:39,In
11:18:46,In
11:18:47,In
11:18:48,Out
11:18:51,In
11:18:58,In
11:18:59,Out
11:19:00,Out
11:19:06,In
11:19:09,Out
11:19:10,Out
11:19:11,Out
11:19:14,In
11:19:15,Out
11:19:30,In
11:19:33,In
11:19:34,In
11:19:34,In
11:19:35,Out
11:19:52,Out
11:20:22,Out
11:20:23,In
11:20:53,In
11:20:54,In
11:21:05,Out
11:21:05,Out
11:22:04,In
11:22:17,In
11:22:20,Out
11:22:20,Out
11:22:20,Out
11:22:22,In
11:22:23,In
11:23:09,In
11:23:25,In
11:23:29,In
11:23:31,Out
11:23:31,Out
11:23:32,Out
11:23:32,Out
11:23:38,Out
11:24:54,Out
11:24:54,Out
11:24:55,In
11:24:56,In
11:24:56,In
11:24:56,In
11:24:57,In
11:24:57,In
11:24:59,In
11:27:07,Out
11:27:07,Out
11:27:08,Out
11:27:08,Out
11:27:09,Out
11:27:09,Out
11:27:10,Out
11:27:10,Out
11:27:13,Out
11:27:15,Out
11:27:15,Out
11:27:18,Out
11:27:19,In
11:29:58,In
11:30:05,Out
11:30:16,In
11:30:17,Out
11:30:41,In
11:30:42,In
11:30:42,In
11:30:43,In
11:30:54,In
11:31:06,In
11:31:31,In
11:32:43,In
11:34:20,Out
11:34:20,Out
11:34:28,Out
11:35:01,Out
11:35:36,Out
11:35:54,In
11:37:22,Out
11:38:18,In
11:38:43,In
11:39:02,In
11:40:47,In
11:40:54,In
11:41:06,In
11:41:10,In
11:43:28,In
11:45:44,In
11:45:45,Out
11:45:46,Out
11:46:47,In
11:46:47,In
11:47:43,In
11:47:52,In
11:47:52,Out
11:47:53,Out
11:47:53,Out
11:47:55,Out
11:48:08,In
11:48:15,In
11:48:15,In
11:48:15,In
11:48:19,Out
11:48:19,Out
11:48:19,In
11:48:20,In
11:48:34,In
11:48:35,Out
11:48:40,In
11:50:20,In
11:50:37,In
11:50:40,Out
11:50:40,Out
11:50:40,Out
11:50:41,In
11:50:42,In
11:50:42,In
11:50:42,In
11:50:44,Out
11:50:44,Out
11:50:44,Out
11:50:44,Out
11:50:44,Out
11:52:11,In
11:53:13,Out
11:53:13,Out
11:56:38,In
11:56:39,In
11:56:39,In
11:56:41,In
11:56:58,Out
11:57:52,Out
11:57:52,Out
11:57:53,In
12:01:32,In
12:02:10,Out
12:03:18,In
12:03:19,Out
12:04:42,In
12:06:12,Out
12:12:48,In
12:26:14,In
12:30:52,In
12:30:53,Out
12:31:01,Out
12:31:01,Out
12:32:53,Out
12:32:53,Out
12:32:53,Out
12:32:54,In
12:32:54,In
12:34:23,In
12:34:23,In
12:34:24,In
12:34:24,In
12:34:27,In
12:34:52,In
12:35:22,Out
12:35:22,Out
12:35:22,Out
12:35:25,Out
12:35:26,Out
12:35:26,Out
12:35:27,Out
12:35:27,Out
12:35:28,Out
12:35:50,In
12:35:51,Out
12:35:52,In
12:36:12,Out
12:36:12,In
12:36:46,In
12:36:48,Out
12:36:48,In
12:36:49,In
12:37:00,In
12:37:00,In
12:37:13,Out
12:37:18,In
12:37:29,Out
12:37:31,Out
12:37:32,Out
12:37:34,In
12:37:50,In
12:40:52,Out
12:41:18,In
12:41:57,Out
12:41:58,In
12:41:58,In
12:43:00,In
12:43:45,Out
12:43:52,In
12:43:53,In
12:44:06,In
12:54:04,Out
12:54:05,Out
12:54:20,Out
12:54:24,In
12:55:57,In
12:55:57,In
12:56:02,In
12:56:31,In
12:56:34,In
12:56:35,In
12:57:23,In
12:57:24,Out
12:57:25,In
12:57:43,In
12:57:44,In
12:58:34,In
12:58:34,In
12:59:08,Out
12:59:10,In
12:59:11,In
12:59:14,Out
12:59:16,In
12:59:32,Out
12:59:48,In
12:59:55,In
13:00:02,Out
13:00:03,In
13:00:03,In
13:00:07,In
13:00:08,Out
13:00:08,Out
13:00:08,In
13:00:10,In
13:00:33,Out
13:00:34,In
13:00:48,In
13:01:30,In
13:01:34,In
13:02:31,In
13:03:02,In
13:03:11,In
13:03:56,In
13:08:54,In
13:09:00,In
13:09:00,In
13:09:03,In
13:09:06,In
13:09:10,In
13:09:22,In
13:09:24,In
13:09:30,In
13:09:31,In
13:09:32,In
13:09:35,In
13:09:36,In
13:09:36,Out
13:09:36,Out
13:09:37,In
13:09:37,Out
13:09:39,Out
13:09:40,In
13:09:43,In
13:09:44,In
13:09:44,Out
13:10:12,In
13:10:13,Out
13:10:38,In
13:10:39,Out
13:10:39,Out
13:10:40,In
13:10:45,In
13:11:00,In
13:11:39,In
13:11:41,In
13:11:45,In
13:13:03,Out
13:13:03,In
13:13:04,In
13:13:18,Out
13:13:19,In
13:14:30,In
13:14:48,In
13:16:49,In
13:16:49,In
13:16:51,In
13:17:02,In
13:17:02,In
13:17:04,Out
13:17:05,In
13:17:05,Out
13:19:35,In
13:19:41,In
13:20:01,In
13:23:15,In
13:24:04,In
13:24:10,Out
13:29:58,In
13:30:13,Out
13:30:23,Out
13:30:25,In
13:30:26,In
13:30:45,Out
13:30:46,In
13:31:22,In
13:35:06,In
13:35:48,In
13:36:28,Out
13:36:28,In
13:37:42,In
13:37:51,In
13:38:03,In
13:38:07,Out
13:38:54,Out
13:39:06,In
13:40:09,In
13:40:16,In
13:40:19,In
13:40:28,In
13:40:29,In
13:40:34,In
13:40:46,Out
13:40:55,In
13:41:13,In
13:41:35,In
13:41:45,Out
13:41:57,Out
13:42:02,In
13:42:07,In
13:42:24,In
13:42:30,Out
13:42:30,In
13:42:38,In
13:42:49,In
13:42:58,In
13:43:00,In
13:43:01,In
13:43:02,In
13:43:05,In
13:43:14,In
13:43:21,Out
13:43:21,Out
13:43:22,In
13:43:22,In
13:43:22,In
13:43:27,In
13:43:37,Out
13:43:37,In
13:43:43,In
13:43:47,In
13:43:56,In
13:43:59,Out
13:44:02,Out
13:44:12,Out
13:44:13,Out
13:44:22,In
13:44:23,In
13:44:25,Out
13:44:33,Out
13:44:34,In
13:44:34,In
13:44:34,In
13:44:35,In
13:44:37,In
13:44:46,In
13:44:46,Out
13:44:55,In
13:44:56,In
13:44:57,In
13:44:57,In
13:44:57,In
13:44:58,Out
13:44:59,Out
13:45:01,Out
13:45:02,In
13:45:02,Out
13:45:02,In
13:45:21,Out
13:45:21,In
13:45:23,Out
13:45:24,In
13:45:53,In
13:45:56,In
13:46:03,In
13:46:06,In
13:46:06,In
13:46:07,In
13:46:08,Out
13:46:09,Out
13:46:10,In
13:46:10,In
13:46:12,In
13:46:15,In
13:46:15,In
13:46:15,In
13:46:22,Out
13:46:22,Out
13:46:23,Out
13:46:33,Out
13:46:33,Out
13:46:33,Out
13:46:34,In
13:46:34,In
13:46:36,In
13:46:36,In
13:46:36,In
13:46:45,In
13:46:49,In
13:46:51,In
13:46:53,In
13:46:54,Out
13:46:54,Out
13:46:54,Out
13:46:54,Out
13:46:55,In
13:46:55,In
13:46:55,In
13:46:56,Out
13:46:57,In
13:46:58,Out
13:46:59,Out
13:47:04,In
13:47:08,In
13:47:09,In
13:47:09,Out
13:47:09,Out
13:47:10,In
13:47:11,In
13:47:13,Out
13:47:14,Out
13:47:14,Out
13:47:14,In
13:47:14,In
13:47:14,In
13:47:15,Out
13:47:17,In
13:47:19,In
13:47:20,Out
13:47:24,Out
13:47:24,Out
13:47:24,Out
13:47:25,In
13:47:25,Out
13:47:26,Out
13:47:28,In
13:47:33,Out
13:47:33,Out
13:47:33,Out
13:47:34,In
13:47:34,In
13:47:34,In
13:47:34,In
13:47:35,In
13:47:36,In
13:47:36,In
13:47:37,In
13:47:38,In
13:47:42,In
13:47:43,In
13:47:44,In
13:47:44,Out
13:47:44,Out
13:47:45,In
13:47:45,In
13:47:47,In
13:47:47,Out
13:47:48,In
13:47:50,In
13:47:51,Out
13:47:51,In
13:47:51,In
13:47:53,Out
13:47:53,Out
13:47:53,In
13:47:53,Out
13:47:54,In
13:47:58,Out
13:47:59,In
13:48:05,Out
13:48:05,Out
13:48:06,In
13:48:06,Out
13:48:06,Out
13:48:06,Out
13:48:07,Out
13:48:07,In
13:48:08,In
13:48:08,In
13:48:08,In
13:48:09,Out
13:48:09,Out
13:48:09,Out
13:48:10,Out
13:48:10,Out
13:48:11,In
13:48:12,In
13:48:13,In
13:48:13,Out
13:48:13,Out
13:48:14,Out
13:48:14,Out
13:48:17,In
13:48:18,In
13:48:20,Out
13:48:22,In
13:48:24,In
13:48:24,In
13:48:26,In
13:48:26,In
13:48:28,In
13:48:29,In
13:48:36,In
13:48:37,In
13:48:38,In
13:48:38,In
13:48:39,In
13:48:40,Out
13:48:41,In
13:48:43,In
13:48:43,Out
13:48:43,In
13:48:43,Out
13:48:44,Out
13:48:45,In
13:48:45,In
13:48:46,In
13:48:46,In
13:48:46,In
13:48:47,In
13:48:48,In
13:48:48,In
13:48:48,Out
13:48:49,In
13:48:50,In
13:48:50,Out
13:48:50,In
13:48:50,In
13:48:50,Out
13:48:51,In
13:48:51,Out
13:48:51,Out
13:48:52,Out
13:48:54,In
13:48:55,In
13:48:58,Out
13:48:58,In
13:48:58,In
13:48:58,In
13:48:58,In
13:48:59,In
13:49:01,Out
13:49:01,In
13:49:04,In
13:49:05,Out
13:49:05,In
13:49:05,In
13:49:05,In
13:49:06,In
13:49:06,In
13:49:07,In
13:49:07,Out
13:49:07,In
13:49:08,Out
13:49:08,In
13:49:08,In
13:49:08,In
13:49:10,In
13:49:11,Out
13:49:11,In
13:49:12,Out
13:49:12,Out
13:49:12,Out
13:49:12,In
13:49:12,Out
13:49:13,In
13:49:14,Out
13:49:14,Out
13:49:16,In
13:49:16,In
13:49:16,In
13:49:16,Out
13:49:17,Out
13:49:17,In
13:49:17,In
13:49:17,In
13:49:18,Out
13:49:18,Out
13:49:18,In
13:49:19,Out
13:49:19,Out
13:49:20,Out
13:49:20,In
13:49:20,Out
13:49:21,Out
13:49:22,In
13:49:22,Out
13:49:22,In
13:49:23,Out
13:49:23,In
13:49:23,Out
13:49:24,Out
13:49:24,In
13:49:25,Out
13:49:25,In
13:49:26,In
13:49:26,Out
13:49:26,In
13:49:27,In
13:49:27,In
13:49:28,In
13:49:28,Out
13:49:29,Out
13:49:29,Out
13:49:29,Out
13:49:30,In
13:49:30,Out
13:49:32,Out
13:49:35,Out
13:49:35,In
13:49:35,Out
13:49:35,Out
13:49:36,Out
13:49:36,In
13:49:37,In
13:49:38,In
13:49:38,In
13:49:38,In
13:49:38,Out
13:49:39,In
13:49:40,Out
13:49:40,In
13:49:41,Out
13:49:43,In
13:49:44,Out
13:49:44,In
13:49:44,In
13:49:44,Out
13:49:45,In
13:49:46,In
13:49:47,Out
13:49:47,Out
13:49:47,Out
13:49:48,Out
13:49:48,Out
13:49:48,Out
13:49:49,In
13:49:49,In
13:49:49,In
13:49:50,Out
13:49:50,Out
13:49:53,In
13:49:54,In
13:49:54,Out
13:49:54,Out
13:49:55,Out
13:49:55,Out
13:49:55,In
13:49:56,In
13:49:56,In
13:49:56,In
13:49:56,In
13:49:56,In
13:49:59,In
13:50:00,Out
13:50:00,In
13:50:01,Out
13:50:01,Out
13:50:03,In
13:50:03,In
13:50:04,In
13:50:05,Out
13:50:05,In
13:50:08,In
13:50:09,Out
13:50:10,In
13:50:11,In
13:50:11,In
13:50:13,In
13:50:14,In
13:50:14,In
13:50:15,In
13:50:17,In
13:50:18,Out
13:50:18,Out
13:50:18,Out
13:50:18,In
13:50:19,In
13:50:19,Out
13:50:19,Out
13:50:19,In
13:50:20,In
13:50:20,In
13:50:21,In
13:50:22,In
13:50:22,In
13:50:23,Out
13:50:23,Out
13:50:24,In
13:50:24,In
13:50:24,Out
13:50:24,In
13:50:25,In
13:50:26,In
13:50:26,Out
13:50:26,Out
13:50:27,In
13:50:31,In
13:50:33,In
13:50:34,Out
13:50:36,Out
13:50:37,In
13:50:37,Out
